batch,threshold,precision,recall,f1_score,total_samples,anomalies
batch_01_features.csv,0.0001,0.49504950495049505,1.0,0.6622516556291391,20000,1000
batch_02_features.csv,0.00015000000000000001,0.7107320540156361,1.0,0.8309098462816784,20000,1000
batch_03_features.csv,0.00022500000000000002,0.8019246190858059,1.0,0.8900756564307967,20000,1000
batch_04_features.csv,0.0003375,0.8561643835616438,1.0,0.922509225092251,20000,1000
batch_05_features.csv,0.00050625,0.8912655971479501,1.0,0.942507068803016,20000,1000
batch_06_features.csv,0.000759375,0.91324200913242,1.0,0.954653937947494,20000,1000
batch_07_features.csv,0.0011390624999999999,0.9765625,1.0,0.9881422924901185,20000,1000
batch_08_features.csv,0.0005695312499999999,0.9337068160597572,1.0,0.9657170449058425,20000,1000
batch_09_features.csv,0.0008542968749999999,0.9514747859181731,1.0,0.9751340809361287,20000,1000
batch_10_features.csv,0.0012814453124999998,0.9881422924901185,1.0,0.9940357852882704,20000,1000
batch_11_features.csv,0.0019221679687499997,0.9940357852882704,1.0,0.9970089730807578,20000,1000
batch_12_features.csv,0.002883251953125,0.9940357852882704,1.0,0.9970089730807578,20000,1000
batch_13_features.csv,0.0043248779296875,1.0,1.0,1.0,20000,1000
batch_14_features.csv,0.00648731689453125,0.999000999000999,1.0,0.9995002498750625,20000,1000
batch_15_features.csv,0.009730975341796875,1.0,1.0,1.0,20000,1000
batch_16_features.csv,0.009730975341796875,1.0,1.0,1.0,20000,1000
batch_17_features.csv,0.009730975341796875,1.0,1.0,1.0,20000,1000
batch_18_features.csv,0.009730975341796875,1.0,1.0,1.0,20000,1000
batch_19_features.csv,0.009730975341796875,1.0,1.0,1.0,20000,1000
batch_20_features.csv,0.009730975341796875,1.0,1.0,1.0,20000,1000
batch_21_features.csv,0.0048654876708984374,0.999000999000999,1.0,0.9995002498750625,20000,1000
batch_22_features.csv,0.007298231506347656,0.999000999000999,1.0,0.9995002498750625,20000,1000
batch_23_features.csv,0.010947347259521484,0.999000999000999,1.0,0.9995002498750625,20000,1000
batch_24_features.csv,0.016421020889282226,0.9965831435079726,1.0,0.9982886480319453,17501,875
